-0.03524343	0.061978668	0.027137922	0.07588759	-0.09925346	0.01990538	-0.01998997	0.03412055	0.032448255	-0.014588837	0.00036641856	-0.08465778	0.029118592	0.055047374	-0.057126924	-0.012121692
-0.053654317	0.09445762	0.02702981	0.09959477	-0.010597079	-0.0054899943	-0.016332798	0.018950058	0.055920944	0.018930655	-0.044342346	-0.05573829	-0.00067518884	-0.000987248	-0.051740617	0.011156562
0.04295476	0.10189458	0.022735447	0.08359864	-0.08047713	0.07704444	-0.02859904	0.012226013	0.04692706	0.030828629	-0.08747475	-0.08638627	0.07973689	0.028284926	-0.049716722	0.019000988
-0.021307765	0.04243824	-0.053234756	0.062413216	-0.052871607	-0.021991998	-0.021536201	-0.001341626	-0.002716844	0.011916632	-0.05605533	-0.027824698	0.014941276	0.03794176	-0.10737957	0.0123267155
-0.045793872	0.097038165	0.026334478	0.051489476	-0.085464485	0.034102783	0.039532058	0.050240852	0.0025813126	-0.027932063	-0.08386458	-0.08572623	-0.034998454	0.05183318	-0.03605399	-0.08696534
0.026030608	0.032053884	0.039114926	0.024754671	-0.061232902	-0.023171244	-0.043031454	0.037478507	0.029098013	-0.06498892	-0.10949846	-0.031340856	0.011939631	-0.026279572	-0.069915265	0.03827694
-0.017235233	0.035394438	0.056798495	0.08346954	0.005821694	0.03989448	-0.009134394	0.037068423	0.07721384	0.00034054305	-0.027406959	-0.067493685	0.06986461	0.023083623	-0.10016337	-0.06420424
-0.050030965	0.038886234	-0.06674034	0.014263026	-0.073547736	0.022899525	0.027029796	0.028744254	0.044699702	-0.013468338	-0.043947607	-0.09042081	0.01801642	0.048636846	-0.013924625	0.058981054
-0.046691664	0.0024780019	0.0011886053	0.031594165	-0.02270667	0.03678003	-0.0627845	-0.003041549	0.028720371	0.038242545	-0.0031130242	-0.028692858	0.0013123257	0.024555959	-0.010676874	-0.001973334
-0.017850837	0.11127072	0.017835185	0.04351092	0.021578738	0.098082386	0.05405631	0.02015235	0.031829957	0.03814125	-0.045512795	-0.0008109307	0.011631287	0.04518121	-0.019089568	0.021993438
-0.00096372055	0.15096053	0.046297804	0.15908417	-0.035143085	-0.008179359	-0.044933513	0.050488878	-0.015635667	0.022648757	0.002885382	-0.043204412	-0.0072731986	0.036808748	-0.010175936	0.011842434
0.011017543	0.084140055	-0.004965226	0.16734971	-0.03075965	-0.0005611789	-0.008024568	0.016769268	0.06990204	-0.033064432	-0.013760155	-0.0031883004	-0.039142452	0.005730091	-0.028004454	-0.06923362
0.01872377	-0.024727728	-0.015400666	0.084702395	-0.03581021	-0.017927041	-0.0029249026	-0.0013740915	0.012621376	0.025204986	-0.0128556825	-0.03025545	-0.04187279	0.04905401	-0.0230219	-0.025458403
